author,date,content
AClown,"May 17, 2023, 10:16 am ","Sorry! I'm also in school and can't get on during second period (Which is from 9:10-10:05) Introduction! Hello! I'm ""AClown"" but you can call me Ritsu or Qingxin! (Qingxin is my discord username) I found this website because I was looking to watch anime but most sites were blocked (since my school is so strict!) If you'd like my schedule I can send it! (I'm usually a very open person and don't really have any boundaries-)"
SilverBishop,"May 17, 2023, 10:21 am ",Yo add my discord! thegreatWINNING#3036 I can't use it till my phone is fixed TvT
AClown,"May 17, 2023, 10:22 am ",I don't have service (which is why I'm here) so I'd have to do that when I get home ;-;
Araysh,"May 17, 2023, 10:23 am ","same, but i can olny get on during school b/c my mom wont give me the dam WIFI PASSWORD!"
SilverBishop,"May 17, 2023, 10:24 am ",BRUH
SilverBishop,"May 17, 2023, 10:24 am ",I have a wifi block I can take home to give me wifi
Araysh,"May 17, 2023, 10:25 am ",T.T
AClown,"May 17, 2023, 10:27 am ",A wifi block?
Araysh,"May 17, 2023, 10:27 am ","yes, like portable wifi"
AClown,"May 17, 2023, 10:29 am ",Oh- So what are y'all doing right now?
Araysh,"May 17, 2023, 10:29 am ",Ummm. no context needed... https://www.librarything.com/topic/350871#n8145422
Araysh,"May 17, 2023, 10:30 am ","plus this, https://www.librarything.com/topic/350891#n8145397"
AClown,"May 17, 2023, 10:32 am ","WOAH UHM- I SCROLLED ALL THE WAY TO THE TOP FOR ONE OF THOSE AND SAW CANNIBALISM.. WHAT-? And a fun fact, I actually don't roleplay (I haven't roleplayed since I was in 6th grade-)"
Araysh,"May 17, 2023, 10:32 am ","dam, lol"
Araysh,"May 17, 2023, 10:32 am ",fair enough
SilverBishop,"May 17, 2023, 10:34 am ",Get used to it bruh the fact THAT SHE OR HIM IDK IS OLDER THEN ME YET MY INTELLECT IS SUPERIOR
SilverBishop,"May 17, 2023, 10:35 am ",Killlllll meeeee!
AClown,"May 17, 2023, 10:37 am ",Bro what- Are you talking about me being older or Araysh..? (I just realised y'all never gave an introduction-)
Araysh,"May 17, 2023, 10:42 am ","XD, i think it was me"
AClown,"May 17, 2023, 10:44 am ",If you don't mind me asking (You obviously don't have to answer if it makes you uncomfortable or just don't wanna share) but How old are you?
SilverBishop,"May 17, 2023, 10:44 am ","Here, I'm Silver 16 year old idiot whose word choice will be my downfall. I'm Male btw but don;t let that stop you~ XD"
Araysh,"May 17, 2023, 10:45 am ",I'm Araysh/Jay and i'm 16 asw who is a weirdo and crazy and I'm female
AClown,"Edited: May 17, 2023, 10:47 am ","Oh, well- I guess this is another introduction- Ritsu :) I'm a female and I'm 16! I was born in February (it's says my age in my profile if you haven't checked that but now there isn't really a need to check lol)"
SilverBishop,"May 17, 2023, 10:48 am ",My real Name is Davion Which has an odd meaning to it-
AClown,"May 17, 2023, 10:49 am ",Oh? What's the meaning?? (also my chromebook may die soon and my brother has my chromebook charger-)
SilverBishop,"May 17, 2023, 10:50 am ",Beloved or loved by all
Araysh,"May 17, 2023, 10:51 am ",ooffffff
AClown,"May 17, 2023, 10:53 am ",>621 SilverBishop:  I thought that was cute? 😭😭 I like your name! (Like much more than my real name lol)
AClown,"May 17, 2023, 10:54 am ",I don't even think my name has a meaning-
Araysh,"May 17, 2023, 10:54 am ",Well..I'm very common of a name... and the oofffffwas towards you Clown
Araysh,"May 17, 2023, 10:55 am ",Mine is Jaydin
SilverBishop,"May 17, 2023, 10:56 am ","Dated a Jaydin once .,."
Araysh,"May 17, 2023, 10:57 am ",Dam...it's a very popular name anyway
Araysh,"May 17, 2023, 10:57 am ","BUT I""M A ONE OF A KIND NEVER FOUND ANYWHERE ELSE type of Jaydin"
AClown,"May 17, 2023, 10:57 am ","Y'ALL GOT NICE NAMES WTF- BRO I WANT A MORE COMMON NAME BUT I HAVE A well I wouldn't say it's unique but... it's something- Uhm My real name is ""Ardyn"" ;w;"
SilverBishop,"May 17, 2023, 10:58 am ",Got cheated on by em they were dating me for 6 months WHILE dating my two best friends on top of them convincing her to not tell me and one of em told me under pure pressure when I can to there house because if I found out myself I would not be here I'd be in a Asylum
AClown,"May 17, 2023, 10:58 am ","Oh! Class is ending, I'll talk to y'all during 5th (so like 12:00 (GMT-4)"
Araysh,"May 17, 2023, 10:58 am ","Hey, I rather have a unique name b/c evertime i hear Jayden. I turn my head around liek wdf callin mah name"
Araysh,"May 17, 2023, 10:59 am ",>631 SilverBishop:  OH SHIII...that's f'd up
SilverBishop,"May 17, 2023, 10:59 am ",My name Is so uncommon
SilverBishop,"May 17, 2023, 11:00 am ",I have never met a person with my name
Araysh,"May 17, 2023, 11:03 am ",I've never met a davion but I've met a damion....who was always high and flirting with me... XD
SilverBishop,"May 17, 2023, 11:06 am ",HEY DON'T RELATE ME TO HIM bc i'm not always high XD
Araysh,"May 17, 2023, 11:07 am ","I'm not, i swear"
AClown,"May 17, 2023, 11:09 am ",I'm back bozo's/j
SilverBishop,"May 17, 2023, 11:09 am ","Mhmmmm ""Flirting"""
Araysh,"May 17, 2023, 11:10 am ","yes..""flirting"""
SilverBishop,"May 17, 2023, 11:10 am ",I'm a whole lot worse irl :P
Araysh,"May 17, 2023, 11:11 am ","..oh, fu**"
AClown,"May 17, 2023, 11:16 am ",(We ain't doing anything in this class..)
Araysh,"May 17, 2023, 11:16 am ",I'm doing word search XD
SilverBishop,"May 17, 2023, 11:17 am ",Chilling making music while drawing TvT
AClown,"May 17, 2023, 11:17 am ","MY CLASS IS PLAYING LIKE CHESS, 5 IN A DUNGEON, AND CHESS-"
SilverBishop,"May 17, 2023, 11:17 am ",I FREAKING HATE E SHARPS DAMMIT
Araysh,"May 17, 2023, 11:17 am ","oof, XD"
AClown,"May 17, 2023, 11:18 am ",>649 SilverBishop:  E SHARPS? LIKE UH.. BAND/MUSIC STUFF??
SilverBishop,"May 17, 2023, 11:18 am ",You see I play several instruments-
SilverBishop,"May 17, 2023, 11:19 am ",Trumpet I've played for 8 years piano 1 violin 1
Araysh,"May 17, 2023, 11:19 am ","I used to play clarinet.. until my mom pulled me out of band b/c my behavior...hehe"""
SilverBishop,"May 17, 2023, 11:20 am ",Since I was six i've been a musican
SilverBishop,"May 17, 2023, 11:20 am ",Help I'm dying!
AClown,"May 17, 2023, 11:20 am ",>656 SilverBishop:  WHATS HAPPENING????
Araysh,"May 17, 2023, 11:21 am ",huh?
SilverBishop,"May 17, 2023, 11:21 am ","""And here it is, our final night alive And as the Earth runs to the ground Oh girl, it's you that I lie with As the atom bomb locks in Oh, it's you I watch TV with As the world, as the world caves in"""
Araysh,"Edited: May 17, 2023, 11:21 am ",This message has been deleted by its author.
SilverBishop,"May 17, 2023, 11:21 am ",MY WHOLE CLASS IS SINGING
AClown,"May 17, 2023, 11:21 am ",>653 SilverBishop:  I used to be in band back in sixth grade- I played the saxophone but I really wanted to play trumpet lmao (I left in 7th grade since the band teacher left-)
Araysh,"May 17, 2023, 11:21 am ","oh, nothing serious then.. you're fine."
AClown,"May 17, 2023, 11:22 am ",>659 SilverBishop:  OMG I HAVEN'T HEARD THAT SONG IN FOREVER-
Abinadiyinyang,"May 17, 2023, 11:23 am ",I wanna make a band that would be soo cool
AClown,"May 17, 2023, 11:23 am ",I'm trying to get my brother to join in this conversation but he won't even turn around now since he's talking to his friend :(
Araysh,"May 17, 2023, 11:23 am ",it really would
Araysh,"May 17, 2023, 11:23 am ",how dare he ignore us... I am offended
SilverBishop,"May 17, 2023, 11:23 am ",">662 AClown:  BRO I can play Careless whisper,Never gonna give you up,Feel it still,I used to here a simple song,In the mood,La vie en rose and much more :)"
AClown,"May 17, 2023, 11:24 am ",>665 Abinadiyinyang:  I know someone that also wants to make a band 💀💀 I'll send you his discord later
Abinadiyinyang,"Edited: May 17, 2023, 11:26 am ","I can do the guitar and sing, but I don't wanna be the lead"
AClown,"May 17, 2023, 11:25 am ",">669 SilverBishop:  AIN'T NO WAY- YOU HAVE TO PLAY ""NEVER GONNA GIVE YOU UP"" IF I ADD YOU ON DISCORD AND WE EVER CALL-"
AClown,"May 17, 2023, 11:25 am ",>671 Abinadiyinyang:  Omg- Is this a new person??
Araysh,"May 17, 2023, 11:25 am ",lol XD
Araysh,"May 17, 2023, 11:25 am ",no it isn't
SilverBishop,"May 17, 2023, 11:27 am ",>672 AClown:  BET
AClown,"May 17, 2023, 11:27 am ",>675 Araysh:  WELL I NEVER MET THEM SO THEY ARE TECHNICALLY NEW
Araysh,"May 17, 2023, 11:28 am ",I'M NEVER GONNA GIE YOU UP. NEVER GONNA LET YOU DOWN. NEVER GONNA TURN AROUND AND DESERT YOU!
Araysh,"May 17, 2023, 11:28 am ",had to XD
SilverBishop,"May 17, 2023, 11:28 am ",Ik jazz also- and alot of love songs look I had a phaze TWT
Abinadiyinyang,"May 17, 2023, 11:29 am ",wha wha o owowo
AClown,"May 17, 2023, 11:30 am ",>680 SilverBishop:  BAHAHHAHAH REALLY???
AClown,"May 17, 2023, 11:32 am ",Bro I need some active groups (like this seems active enough but like other groups too-)
SilverBishop,"May 17, 2023, 11:33 am ","Yes like It's been a long long time, Hrs & Hrs,El relicario, etc."
SilverBishop,"May 17, 2023, 11:33 am ","And now the end is near And so I face the final curtain My friend, I'll say it clear I'll state my case of which I'm certain I've lived a life that's full I travelled each and every highway And more, much more than this I did it my way Regrets I've had a few But then again, too few to mention I did what I had to do And saw it through without exemption I planned each chartered course Each careful step along the by-way And more, much more than this I did it my way Yes, there were times, I'm sure you knew When I bit off more than I could chew But through it all when there was doubt I ate it up and spit it out I faced it all and I stood tall And did it my way I've loved, I've laughed, and cried I've had my fill, my share of losing And now, as tears subside I find it all so amusing To think I did all that And may I say, not in a shy way Oh no, oh no, not me I did it my way For what is a man, what has he got? If not himself, then he has naught To say the things he truly feels And not the words of one who kneels The record shows I took the blows And did it my way Yes, it was my way"
AClown,"May 17, 2023, 11:35 am ",>685 SilverBishop:  I have not a single clue what that is :D
SilverBishop,"May 17, 2023, 11:36 am ",HAVE YOU NEVER HEARD THIS SONG!?
AClown,"May 17, 2023, 11:37 am ",>687 SilverBishop:  NO I HAVEN'T!!
SilverBishop,"May 17, 2023, 11:37 am ",NOOOOOOOO
SilverBishop,"May 17, 2023, 11:38 am ",Look it up
AClown,"May 17, 2023, 11:38 am ",>689 SilverBishop:  I'M SORRY-
SilverBishop,"May 17, 2023, 11:38 am ","""My way"""
SilverBishop,"May 17, 2023, 11:38 am ","TWT I""M IN PAIN"
AClown,"May 17, 2023, 11:39 am ",I can't listen to it though? I'm in the middle of class-
SilverBishop,"May 17, 2023, 11:40 am ",Awww its so good tho
AClown,"May 17, 2023, 11:41 am ",>695 SilverBishop:  Remind me later and I will!
SilverBishop,"May 17, 2023, 11:41 am ","""You're just too good to be true can't take my eyes off of you... I love you baby! and if it's quite alright oh pretty baby!"
SilverBishop,"May 17, 2023, 11:42 am ",God I LOVE MUSIC
AClown,"May 17, 2023, 11:42 am ",I'll write down your discord name somewhere-
SilverBishop,"May 17, 2023, 11:42 am ",Your my friend now :)
AClown,"May 17, 2023, 11:44 am ",Oh- Well thank you! I'm honoured to be friends with you!!
SilverBishop,"May 17, 2023, 11:46 am ",And you have a high vocabulary! ^w^
SilverBishop,"May 17, 2023, 11:46 am ",Automatic turn on~
SilverBishop,"May 17, 2023, 11:46 am ",JK JK
SilverBishop,"May 17, 2023, 11:46 am ",I'm not that weird-
AClown,"May 17, 2023, 11:47 am ",>703 SilverBishop:  BAHAHAHHAHAHA
AClown,"May 17, 2023, 11:47 am ",>702 SilverBishop:  I REALLY DONT LMAO
Abinadiyinyang,"May 17, 2023, 11:48 am ",cough
SilverBishop,"May 17, 2023, 11:49 am ","The cough I""M DEAD XD"
AClown,"May 17, 2023, 11:50 am ",>709 SilverBishop:  PLEASE DON'T DIE-
SilverBishop,"May 17, 2023, 11:52 am ",AUUUGH I have to go to spanish sooon
SilverBishop,"May 17, 2023, 11:53 am ",Odio el español CREeee
SilverBishop,"May 17, 2023, 11:54 am ","The teacher is like ""Where has this Davion been all this year? You didn't talk this much before-"""
SilverBishop,"May 17, 2023, 11:54 am ",That's bc i'm happy I found people I can relate to
AClown,"May 17, 2023, 11:58 am ",SORRY I WAS MOVING ONTO MY 5TH PERIOD-
AClown,"May 17, 2023, 11:58 am ",>714 SilverBishop:  Relate to?
SilverBishop,"May 17, 2023, 11:59 am ",The thirst for knowledge?
AClown,"May 17, 2023, 11:59 am ",>713 SilverBishop:  I BARELY TALK IN MY CLASSES BECAUSE I DON'T HAVE FRIENDS LMAO (except for 6th period which is theatre-)
AClown,"May 17, 2023, 11:59 am ",>717 SilverBishop:  You thirst for knowledge-? I could never-
SilverBishop,"May 17, 2023, 12:00 pm ",SAME (Only in band)
SilverBishop,"May 17, 2023, 12:01 pm ",I don't understand real friendship- like in stories how is it so strong- even through betrayal I want to know the the answer to friendship...
AClown,"May 17, 2023, 12:02 pm ",">721 SilverBishop:  See for me it's hard to make friends/call someone a friend- All my ""friends"" usually ignore me/ditch me- and it's worse if they are in a relationship"
SilverBishop,"Edited: May 17, 2023, 12:04 pm ","Damn my relationships are never stable they always pull the ""Your to good for me"" card so they can have a reason to cheat...."
sleepydevon,"May 17, 2023, 12:05 pm ",damn
ruby_x1,"May 17, 2023, 12:07 pm ",y'all have it tough
AClown,"May 17, 2023, 12:08 pm ",>723 SilverBishop:  Seriously? Mine always lack communication since s/o wants to play with his friends- But my current boyfriend doesn't respond because of personal issues (that I shouldn't share-) and because of school and he wants/has to keep his grades up plus he helps his parents out a lot so he's usually exhausted-
AClown,"May 17, 2023, 12:08 pm ",">725 ruby_x1:  Oh- Another person, Hello!"
AClown,"May 17, 2023, 12:09 pm ",>724 sleepydevon:  oh and another- (How'd I not notice you??) Hi hi!
AClown,"Edited: May 17, 2023, 12:17 pm ",This class is by far the second worst class- (It's so quiet in here-)
SilverBishop,"May 17, 2023, 12:40 pm ",God just finished me spanish finallllllll!
ruby_x1,"May 17, 2023, 12:42 pm ",>727 AClown:  hi! :)
SilverBishop,"May 17, 2023, 12:42 pm ",If its so quite you should play a song~
ruby_x1,"May 17, 2023, 12:43 pm ",just finished a math test
sleepydevon,"May 17, 2023, 12:43 pm ",good job brooo i have one of my finals on Friday
SilverBishop,"May 17, 2023, 12:45 pm ",I still have 5 more finals -w-
SilverBishop,"May 17, 2023, 12:46 pm ",May 25 I have to do the other ones
ruby_x1,"May 17, 2023, 12:49 pm ",my finals haven't even started..I have 6
AClown,"May 17, 2023, 12:49 pm ",I GOTTA GO TO LUNCH! BYE Y'ALL- they have chic'fil'a today.. but i dont have money lmao
sleepydevon,"May 17, 2023, 12:49 pm ",Friday and Monday and Tuesday and Wednesday are my final days
sleepydevon,"May 17, 2023, 12:50 pm ",WHAT your school has chic fil a at ur school?
ruby_x1,"May 17, 2023, 12:50 pm ",">738 AClown:  bye, enjoy your lunch hopefully its better than chic'fil'a ^^"
SilverBishop,"May 17, 2023, 12:51 pm ",BRUH I LIVE IN TEXAS
Araysh,"May 17, 2023, 12:51 pm ",24th is mine
ruby_x1,"May 17, 2023, 12:51 pm ",>740 sleepydevon:  sad that my school doen't even offer that...
Araysh,"May 17, 2023, 12:51 pm ",louisiana for me
SilverBishop,"May 17, 2023, 12:51 pm ","We have taco bell, Mcdonald's star bucks and more"
Araysh,"May 17, 2023, 12:52 pm ",we got snack shack XD. small towns be like deserted
AClown,"May 17, 2023, 12:55 pm ",">740 sleepydevon:  CHIC'FIL'A TODAY, BOJANGLES WAS YESTERDAY, UH MARCOS PIZZA WAS MONDAY, TOMORROW IS SONIC, AND FRIDAY PAPA JOHNS PIZZA"
AClown,"May 17, 2023, 12:56 pm ",>741 ruby_x1:  Yes air is very delicious
ruby_x1,"May 17, 2023, 12:56 pm ",(sfx):bong
AClown,"May 17, 2023, 12:57 pm ",>750 ruby_x1:  (sfx):bang
SilverBishop,"May 17, 2023, 12:57 pm ",>748 AClown:  Nah you guys don't get to eat all that stuff at your school cafe? Major L you don't get to choose when and where to eat they choose for you
AClown,"May 17, 2023, 12:58 pm ",Y'ALL I'M SO SCARED FOR MY SCHOOL TO BLOCK THIS-
ruby_x1,"May 17, 2023, 12:58 pm ",>747 Araysh:  thats better than soggy pizza
Araysh,"May 17, 2023, 12:59 pm ",IK so am I
ruby_x1,"May 17, 2023, 12:59 pm ",>749 AClown:  oh my bad-
Araysh,"May 17, 2023, 1:00 pm ",This is my last hour with you guys...🥲
SilverBishop,"May 17, 2023, 1:01 pm ",>757 Araysh:  Hm? what do you mean?
Araysh,"May 17, 2023, 1:01 pm ",I turn in my chromebook next hour
AClown,"Edited: May 17, 2023, 1:03 pm ",WHAT- WHY?
Araysh,"May 17, 2023, 1:03 pm ",b/c...my dumb school and i has no other device
Araysh,"May 17, 2023, 1:03 pm ",😔
SilverBishop,"May 17, 2023, 1:03 pm ",Nuuuuuuuuu
SilverBishop,"May 17, 2023, 1:03 pm ",TWT
AClown,"May 17, 2023, 1:03 pm ",OH
Araysh,"May 17, 2023, 1:04 pm ",I know..I so sad.......................
ruby_x1,"May 17, 2023, 1:04 pm ",your seriously leaving.. and coming back till next year?!? :c
Araysh,"May 17, 2023, 1:04 pm ",I shall miss you all so very much
Araysh,"May 17, 2023, 1:04 pm ",>767 ruby_x1:  yeah...
AClown,"May 17, 2023, 1:05 pm ",Next thursday and friday and then the following tuesday and wednesday are mine-
SilverBishop,"May 17, 2023, 1:05 pm ",Damn this sucks...
Araysh,"May 17, 2023, 1:05 pm ",IK!
AClown,"May 17, 2023, 1:05 pm ",WAIT HUH- WAIT LIKE- AN ACTUAL YEAR? LIKE 17/05/24??? OR JUST A FEW MONTHS???
ruby_x1,"May 17, 2023, 1:06 pm ",>769 Araysh:  bro this saddens me sm tbh
Araysh,"May 17, 2023, 1:06 pm ",next school year XD
Araysh,"Edited: May 17, 2023, 1:06 pm ",so like some day in august
SilverBishop,"May 17, 2023, 1:06 pm ",I'll have my chrome book all year and my phone so i'll stay in contact btw Clown my Discord is thegreatWINNING#3036 if you wanted to know and if we do VC don't make fun of my voice please TvT
AClown,"May 17, 2023, 1:07 pm ",>777 SilverBishop:  I WONT-... AS LONG YOU DON'T MAKE FUN OF MINE
AClown,"May 17, 2023, 1:08 pm ",Does anyone else here have discord? we could make a gc-
ruby_x1,"May 17, 2023, 1:08 pm ",>776 Araysh:  ohhhh bro I'm so dumb
AClown,"May 17, 2023, 1:09 pm ",>780 ruby_x1:  SAME LMAO
Araysh,"May 17, 2023, 1:09 pm ",">780 ruby_x1:  No, just brain challanged sometimes XD"
ruby_x1,"May 17, 2023, 1:11 pm ","true,very often but also I'm dumb af so-"
ruby_x1,"May 17, 2023, 1:12 pm ",>779 AClown:  I had disc. but my acc got hacked
SilverBishop,"May 17, 2023, 1:13 pm ",oop-
Araysh,"May 17, 2023, 1:13 pm ",OOF
AClown,"May 17, 2023, 1:14 pm ",>784 ruby_x1:  Dang :/
Araysh,"May 17, 2023, 1:14 pm ",that really sucks
ruby_x1,"May 17, 2023, 1:20 pm ",yeah I can't retrive it so I think I might jst make a new one idk and it rlly does suck
Araysh,"May 17, 2023, 1:22 pm ",i have no discord XD. Damn mothers
Araysh,"May 17, 2023, 1:23 pm ",Well..it's technically my fault for being a rebellious gurl XD
Araysh,"May 17, 2023, 1:24 pm ","Well, just for future knowledge I'm leaving at 1:52 on this website's time. For me its 12:52"
ruby_x1,"May 17, 2023, 1:26 pm ",">790 Araysh:  I mean discord is either really boring or really crazy, ppl use it mainly for videogames n stuff"
Araysh,"May 17, 2023, 1:26 pm ","mhh, ok"
Araysh,"Edited: May 17, 2023, 1:31 pm ",SPOODER-MAN!!!!!!!!! https://www.youtube.com/watch?v=PDahgF9Xq8Y
ruby_x1,"May 17, 2023, 1:32 pm ",>791 Araysh:  I shouldn't be encouraging you but idc... keep being rebellious cz being supportive n kind to everyone results in getting backstabbed often so be rebellious instead
Araysh,"May 17, 2023, 1:33 pm ",YES QUEEN PREACH IT!
Araysh,"May 17, 2023, 1:33 pm ",anyway- SPOONGEBOB https://youtube.com/watch?v=DnweFOjQKcg
SilverBishop,"May 17, 2023, 1:33 pm ",qwq
Araysh,"May 17, 2023, 1:35 pm ",XD
AClown,"May 17, 2023, 1:36 pm ",imagine playing uno rn
SilverBishop,"May 17, 2023, 1:37 pm ","""YOU have uno, I don't have uno"""
Araysh,"May 17, 2023, 1:38 pm ",oof
SilverBishop,"May 17, 2023, 1:39 pm ",https://www.youtube.com/watch?v=7l-FQOjVAHc
Araysh,"May 17, 2023, 1:40 pm ",it blocked for me XD
Araysh,"May 17, 2023, 1:41 pm ","anyway, here is your uno cards my friend  https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPcE7xl1OS-SxhBJD2njr5jzr9..."
SilverBishop,"May 17, 2023, 1:42 pm ",">805 Araysh:  NO it's so funny tho ""You have uno it came free with the xbox|I don't have UNO"
Araysh,"May 17, 2023, 1:42 pm ","XD, wow"
Araysh,"May 17, 2023, 1:45 pm ",https://www.youtube.com/watch?v=eWCDWNqeq_M skip to 1:18 I'm so scared rn...
ruby_x1,"May 17, 2023, 1:46 pm ",>798 Araysh:  why does spoongebob look like that what did they do to him??
Araysh,"May 17, 2023, 1:46 pm ",IDK!!
Araysh,"May 17, 2023, 1:47 pm ",i got 5 minutes left till school do us part
ruby_x1,"May 17, 2023, 1:47 pm ",no no no...
ruby_x1,"May 17, 2023, 1:47 pm ",NO
Abinadiyinyang,"May 17, 2023, 1:47 pm ",>716 AClown:  Wow dude I'm in Spanish class right now my teacher's name is ms rayas
Araysh,"May 17, 2023, 1:48 pm ",ahhhhhhhhhhhhhhhhh!! 😭
Araysh,"May 17, 2023, 1:50 pm ",BYE AMAZING PEEPS I SHALL MISS YOU ALL!!!!!!!!!!
Araysh,"May 17, 2023, 1:51 pm ",BYE NOW. TALK SOMETIME IN AUGUST!
ruby_x1,"May 17, 2023, 1:51 pm ",WE'LL MISS YOU SM TOO(especially me T-T) YOURE AMAZING TOO YK
SilverBishop,"May 17, 2023, 1:51 pm ",I'll MISS YOU MUCH LOVE
SilverBishop,"May 17, 2023, 1:52 pm ",TvT Bruh made me shed a tear
ruby_x1,"May 17, 2023, 1:52 pm ","HOPE TO SEE YOU SOON, BYE :("
ruby_x1,"May 17, 2023, 1:54 pm ",Bro shes gone....
SilverBishop,"May 17, 2023, 1:54 pm ",......
ruby_x1,"May 17, 2023, 1:54 pm ",NoOoOoOoOoO
ruby_x1,"May 17, 2023, 1:58 pm ",cue the sad music
ruby_x1,"May 17, 2023, 2:01 pm ",'Cause I can't lose everything I know I hate sleeping alone I'm picking up the phone And l'll be on the way in the middle of the night 'Cause I can't never wait for the morning to rise
ruby_x1,"May 17, 2023, 2:02 pm ","And l'll be on the way in the middle of the night There's something in the way you be running my mind If you want me to stay for the rest of my life You got me, you got me"
ruby_x1,"May 17, 2023, 2:02 pm ",Back to my ways in the middle of the night I go back to my ways in the middle of the night...
SilverBishop,"May 17, 2023, 2:04 pm ","If you take your love away from me I'll go crazy, I'll go insane No baby no baby no baby No, no, no No baby no baby no baby No, no, no You've got your problems baby And I've got mine Let's just spend it all by putting it together, yeah When you say you love me it don't mean a thing If you care, you'll be there, like you used to be, yeah I'm searching for the words to make you realize That I really, really want you to stay, oh Tears of frustration I hold inside But if you walk away You'll make this grown man cry"
ruby_x1,"May 17, 2023, 2:13 pm ","Holdin' me back Gravity's holdin' me back I want you to hold out the palm of your hand Why don't we leave it at that? Nothin' to say When everything gets in the way Seems you cannot be replaced And I'm the one who will stay, oh In this world, it's just us You know it's not the same as it was In this world, it's just us You know it's not the same as it was As it was, as it was You know it's not the same Answer the phone ""Harry, you're no good alone Why are you sittin' at home on the floor? What kind of pills are you on?"" Ringin' the bell And nobody's comin' to help Your daddy lives by himself He just wants to know that you're well, oh In this world, it's just us You know it's not the same as it was In this world, it's just us You know it's not the same as it was As it was, as it was You know it's not the same"
AClown,"May 17, 2023, 2:17 pm ",What did I come back to?
AClown,"May 17, 2023, 2:18 pm ","Oh, What time does school end for y'all?"
Abinadiyinyang,"May 17, 2023, 2:18 pm ",shush don't mess up the mood
ruby_x1,"May 17, 2023, 2:18 pm ",sad song lyrics
ruby_x1,"May 17, 2023, 2:20 pm ",>834 Abinadiyinyang:  haha no its fine I'm done for now
Abinadiyinyang,"May 17, 2023, 2:20 pm ",wait is everybody leaving?😭😭😭😭😭😭😭😭😭🩵
ruby_x1,"May 17, 2023, 2:20 pm ",>833 AClown:  3:45 pm
ruby_x1,"May 17, 2023, 2:21 pm ",">837 Abinadiyinyang:  I'm considering it, Araysh left she won't be back till august"
AClown,"May 17, 2023, 2:23 pm ",">839 ruby_x1:  Oh, Well dang :( I joined the party a little late ig lol"
SilverBishop,"May 17, 2023, 2:24 pm ",I ain't leavin- guess I'll be alone-
ruby_x1,"May 17, 2023, 2:25 pm ",yeah you did but don't worry its fine
AClown,"May 17, 2023, 2:28 pm ",>841 SilverBishop:  I'm not leaving either lol- This year I start school in July ;-;
Abinadiyinyang,"May 17, 2023, 2:30 pm ",NO 😭😔 But I Will be here
SilverBishop,"May 17, 2023, 2:32 pm ",Bruh just asking since most of you are girls- what catches your attention the most? A desperate man or a silent man?
SilverBishop,"May 17, 2023, 2:32 pm ",Or anything that personally catches your eye
AClown,"May 17, 2023, 2:33 pm ",So thats three people staying-
AClown,"May 17, 2023, 2:34 pm ",">845 SilverBishop:  OH MY GOD- SEE FOR ME- IT REALLY DEPENDS ON HOW DESPERATE THE MAN IS TBH- But usually a silent man, BUT POSSESSIVE/CLINGY MEN- W FR"
Sxkurablossom,"May 17, 2023, 2:34 pm ",wtf-
ruby_x1,"May 17, 2023, 2:34 pm ",">847 AClown:  I think its 4, 3 for now"
ruby_x1,"May 17, 2023, 2:35 pm ",>849 Sxkurablossom:  XD
AClown,"May 17, 2023, 2:35 pm ",>850 ruby_x1:  Oh okay
AClown,"May 17, 2023, 2:35 pm ",>849 Sxkurablossom:  What-
SilverBishop,"May 17, 2023, 2:36 pm ",>848 AClown:  Damn- I just got described in one sentence~
SilverBishop,"May 17, 2023, 2:37 pm ",XD
Sxkurablossom,"May 17, 2023, 2:37 pm ",>853 AClown:  I just was seeing what happened and this was the first thing I saw
AClown,"May 17, 2023, 2:37 pm ",>854 SilverBishop:  I- FR-...? OR..?
AClown,"May 17, 2023, 2:38 pm ",>856 Sxkurablossom:  OH- WELL I'M SORRY THAT WAS THE FIRST THING LMAO
Sxkurablossom,"May 17, 2023, 2:38 pm ",okay im just going to leave you two to it
ruby_x1,"May 17, 2023, 2:39 pm ","exactly my thoughts, I'ma head out see ya"
AClown,"May 17, 2023, 2:40 pm ",>859 Sxkurablossom:  To what?! 😭😭
SilverBishop,"Edited: May 17, 2023, 2:40 pm ",>857 AClown:  Honest to god when it come's to love i'm the type of guy to let's say you want something I will get it even if you say no I will be on top of almost everything you do but if you ask me for space I'll accept that and i'm clingy~ yet desperate for affection-
AClown,"May 17, 2023, 2:40 pm ",Y'all gonna be the death of me 😐😐
SilverBishop,"May 17, 2023, 2:41 pm ","Idk what's happening .,."
AClown,"May 17, 2023, 2:41 pm ",>862 SilverBishop:  AH YES- OMG 10/10
SilverBishop,"May 17, 2023, 2:41 pm ",I'm just trying to ask a question so I don't get cheated on again I don't even look bad I'm just gullible-
SilverBishop,"May 17, 2023, 2:42 pm ",Btw did you make a new discord?
SilverBishop,"May 17, 2023, 2:42 pm ",I'll add ya back when my phone is fixed
AClown,"May 17, 2023, 2:43 pm ",Well that was just *my* opinion- You should probably ask other girls for their opinion-
AClown,"May 17, 2023, 2:43 pm ",>867 SilverBishop:  Are you talking to me or...?
SilverBishop,"May 17, 2023, 2:44 pm ",ye
SilverBishop,"May 17, 2023, 2:45 pm ",>869 AClown:  They think i'm some pay off kinda guy who does it for SEX idk why TvT
